,sku,pack,size (GM),brand,price,POS_exposed w-1,volume_on_promo w-1,sales w-1,scope,target
WE 06 October 2018,2365,SINGLE,395.41,BRAND5,1.99,0.0,6.868868868868868,4995.0,0,4902.0
WE 13 October 2018,2365,SINGLE,395.41,BRAND5,1.62,0.0,1.456548347613219,4902.0,0,7408.0
WE 20 October 2018,2365,SINGLE,395.41,BRAND5,1.49,0.0,100.0,7408.0,0,8608.0
WE 27 October 2018,2365,SINGLE,395.41,BRAND5,1.49,0.0,100.0,8608.0,0,8757.0
WE 03 November 2018,2365,SINGLE,395.41,BRAND5,1.73,0.0,100.0,8757.0,0,6204.0
WE 10 November 2018,2365,SINGLE,395.41,BRAND5,2.0,0.0,99.00870406189554,6204.0,0,4654.0
WE 17 November 2018,2365,SINGLE,395.41,BRAND5,2.0,0.0,0.0,4654.0,0,4661.0
WE 24 November 2018,2365,SINGLE,395.41,BRAND5,1.63,0.0,0.0,4661.0,0,7110.0
WE 01 December 2018,2365,SINGLE,395.41,BRAND5,1.5,8.0,100.0,7110.0,0,8640.0
WE 08 December 2018,2365,SINGLE,395.41,BRAND5,1.5,9.0,98.93518518518518,8640.0,0,8068.0
WE 15 December 2018,2365,SINGLE,395.41,BRAND5,1.72,4.0,99.43852255825483,8068.0,0,5494.0
WE 22 December 2018,2365,SINGLE,395.41,BRAND5,2.0,0.0,100.0,5494.0,0,4915.0
WE 29 December 2018,2365,SINGLE,395.41,BRAND5,1.98,0.0,0.0,4915.0,0,2965.0
WE 05 January 2019,2365,SINGLE,395.41,BRAND5,1.98,0.0,0.0,2965.0,0,4190.0
WE 12 January 2019,2365,SINGLE,395.41,BRAND5,1.95,0.0,2.5107398568019095,4190.0,0,4539.0
WE 19 January 2019,2365,SINGLE,395.41,BRAND5,1.97,0.0,4.935007710949548,4539.0,0,4410.0
WE 26 January 2019,2365,SINGLE,395.41,BRAND5,1.59,0.0,4.040816326530612,4410.0,0,7244.0
WE 02 February 2019,2365,SINGLE,395.41,BRAND5,1.5,1.0,95.9704583103258,7244.0,0,8844.0
WE 09 February 2019,2365,SINGLE,395.41,BRAND5,1.49,1.0,100.0,8844.0,0,8844.0
WE 16 February 2019,2365,SINGLE,395.41,BRAND5,1.72,0.0,95.97806422433287,8844.0,0,6154.0
WE 23 February 2019,2365,SINGLE,395.41,BRAND5,1.99,0.0,91.2707182320442,6154.0,0,4417.0
WE 02 March 2019,2365,SINGLE,395.41,BRAND5,1.99,0.0,4.496264432872991,4417.0,0,4944.0
WE 09 March 2019,2365,SINGLE,395.41,BRAND5,1.63,0.0,3.3980582524271843,4944.0,0,7691.0
WE 16 March 2019,2365,SINGLE,395.41,BRAND5,1.49,2.0,99.83357170719022,7691.0,0,9202.0
WE 23 March 2019,2365,SINGLE,395.41,BRAND5,1.5,2.0,100.0,9202.0,0,9300.0
WE 30 March 2019,2365,SINGLE,395.41,BRAND5,1.72,2.0,100.0,9300.0,0,6554.0
WE 06 April 2019,2365,SINGLE,395.41,BRAND5,2.0,0.0,100.0,6554.0,0,4428.0
WE 13 April 2019,2365,SINGLE,395.41,BRAND5,1.99,0.0,1.142728093947606,4428.0,0,4539.0
WE 20 April 2019,2365,SINGLE,395.41,BRAND5,1.62,0.0,1.8021590658735405,4539.0,0,7641.0
WE 27 April 2019,2365,SINGLE,395.41,BRAND5,1.5,0.0,100.0,7641.0,0,8339.0
WE 04 May 2019,2365,SINGLE,395.41,BRAND5,1.5,2.0,100.0,8339.0,0,9309.0
WE 11 May 2019,2365,SINGLE,395.41,BRAND5,1.73,2.0,100.0,9309.0,0,6243.0
WE 18 May 2019,2365,SINGLE,395.41,BRAND5,1.99,0.0,97.45635111324682,6243.0,0,4861.0
WE 25 May 2019,2365,SINGLE,395.41,BRAND5,1.99,0.0,0.0,4861.0,0,4788.0
WE 01 June 2019,2365,SINGLE,395.41,BRAND5,1.61,0.0,4.692982456140351,4788.0,0,7421.0
WE 08 June 2019,2365,SINGLE,395.41,BRAND5,1.5,5.0,100.0,7421.0,0,9495.0
WE 15 June 2019,2365,SINGLE,395.41,BRAND5,1.5,7.0,99.61242759347026,9495.0,0,9304.0
WE 22 June 2019,2365,SINGLE,395.41,BRAND5,1.71,3.0,100.0,9304.0,0,6034.0
WE 10 December 2016,1472,SINGLE,131.8,BRAND3,0.52,,,,0,21745.0
WE 17 December 2016,1472,SINGLE,131.8,BRAND3,0.52,0.0,0.0,21745.0,0,21259.0
WE 24 December 2016,1472,SINGLE,131.8,BRAND3,0.52,0.0,0.6011571569688132,21259.0,0,20473.0
WE 31 December 2016,1472,SINGLE,131.8,BRAND3,0.52,0.0,6.204269037268598,20473.0,0,13943.0
WE 07 January 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,4.95158861077243,13943.0,0,21077.0
WE 14 January 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,5.500782843858235,21077.0,0,23006.0
WE 21 January 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,0.0,23006.0,0,22870.0
WE 28 January 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,8.14691735898557,22870.0,0,23775.0
WE 04 February 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,8.575814931650893,23775.0,0,24135.0
WE 11 February 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,4.330225813134452,24135.0,0,23633.0
WE 18 February 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,12.099606482460965,23633.0,0,22950.0
WE 25 February 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,8.121132897603486,22950.0,0,22868.0
WE 04 March 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,9.661098478222845,22868.0,0,24304.0
WE 11 March 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,8.577600394996708,24304.0,0,25599.0
WE 18 March 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,4.468924567365913,25599.0,0,26826.0
WE 25 March 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,19.36181316633117,26826.0,0,26278.0
WE 01 April 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,6.177410761854022,26278.0,0,25231.0
WE 08 April 2017,1472,SINGLE,131.8,BRAND3,0.52,1.0,11.173952677262099,25231.0,0,25188.0
WE 15 April 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,5.70073050659044,25188.0,0,26028.0
WE 22 April 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,5.1056554479791,26028.0,0,23218.0
WE 29 April 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,4.291067275389784,23218.0,0,27166.0
WE 06 May 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,1.017080173746595,27166.0,0,26160.0
WE 13 May 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,4.247324159021407,26160.0,0,27426.0
WE 20 May 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,1.2276671771311893,27426.0,0,27443.0
WE 27 May 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,5.473162555114237,27443.0,0,26951.0
WE 03 June 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,5.429483136061741,26951.0,0,25501.0
WE 10 June 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,3.1767381671307007,25501.0,0,26281.0
WE 17 June 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,7.692249153380769,26281.0,0,26293.0
WE 24 June 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,4.747271136804473,26293.0,0,26174.0
WE 01 July 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,7.847100175746926,26174.0,0,26832.0
WE 08 July 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,1.5444245676803814,26832.0,0,27403.0
WE 15 July 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,9.354815166222677,27403.0,0,26500.0
WE 22 July 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,3.209433962264151,26500.0,0,26480.0
WE 29 July 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,0.0,26480.0,0,26870.0
WE 05 August 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,6.120208410867138,26870.0,0,27030.0
WE 12 August 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,7.92378838327784,27030.0,0,27434.0
WE 19 August 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,18.80075818327623,27434.0,0,25755.0
WE 26 August 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,3.1578334304018636,25755.0,0,25831.0
WE 02 September 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,3.23100150981379,25831.0,0,25448.0
WE 09 September 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,4.349654196793462,25448.0,0,26489.0
WE 16 September 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,5.962852504813319,26489.0,0,26235.0
WE 23 September 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,5.296359824661712,26235.0,0,26201.0
WE 30 September 2017,1472,SINGLE,131.8,BRAND3,0.52,2.0,9.592763634975764,26201.0,0,26826.0
WE 07 October 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,11.028479832997839,26826.0,0,26996.0
WE 14 October 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,3.691658023410876,26996.0,0,26481.0
WE 21 October 2017,1472,SINGLE,131.8,BRAND3,0.52,0.0,5.557569578188136,26481.0,0,27424.0
WE 28 October 2017,1472,SINGLE,131.8,BRAND3,0.51,0.0,5.707774212368728,27424.0,0,26938.0
WE 04 November 2017,1472,SINGLE,131.8,BRAND3,0.5,0.0,8.814314351473755,26938.0,0,26805.0
WE 11 November 2017,1472,SINGLE,131.8,BRAND3,0.5,0.0,43.0650997948144,26805.0,0,27517.0
WE 18 November 2017,1472,SINGLE,131.8,BRAND3,0.5,0.0,33.661372969437075,27517.0,0,27433.0
WE 25 November 2017,1472,SINGLE,131.8,BRAND3,0.5,0.0,27.675791929428062,27433.0,0,27565.0
WE 02 December 2017,1472,SINGLE,131.8,BRAND3,0.5,0.0,16.95302013422819,27565.0,0,27197.0
WE 09 December 2017,1472,SINGLE,131.8,BRAND3,0.5,0.0,2.321579585983748,27197.0,0,27056.0
WE 16 December 2017,1472,SINGLE,131.8,BRAND3,0.5,0.0,4.506948551153164,27056.0,0,26119.0
WE 23 December 2017,1472,SINGLE,131.8,BRAND3,0.5,0.0,6.234159041310923,26119.0,0,26017.0
WE 30 December 2017,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,26017.0,0,15463.0
WE 06 January 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,15463.0,0,24714.0
WE 13 January 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,3.319171319899652,24714.0,0,26950.0
WE 20 January 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,26950.0,0,26515.0
WE 27 January 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,26515.0,0,27547.0
WE 03 February 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,27547.0,0,27552.0
WE 10 February 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,27552.0,0,26865.0
WE 17 February 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,26865.0,0,25626.0
WE 24 February 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,3.776633107000702,25626.0,0,26668.0
WE 03 March 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,26668.0,0,25154.0
WE 10 March 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,25154.0,0,27686.0
WE 17 March 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,27686.0,0,28158.0
WE 24 March 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,28158.0,0,27959.0
WE 31 March 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,27959.0,0,29784.0
WE 07 April 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,29784.0,0,24453.0
WE 14 April 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,24453.0,0,26799.0
WE 21 April 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,26799.0,0,27590.0
WE 28 April 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,27590.0,0,27774.0
WE 05 May 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,27774.0,0,26571.0
WE 12 May 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,0.0,26571.0,0,26002.0
WE 19 May 2018,1472,SINGLE,131.8,BRAND3,0.5,0.0,4.966156449503885,26002.0,0,26647.0
WE 26 May 2018,1472,SINGLE,131.8,BRAND3,0.53,0.0,2.540623709986115,26647.0,0,36271.0
WE 02 June 2018,1472,SINGLE,131.8,BRAND3,0.54,0.0,1.899864905847647,36271.0,0,38863.0
WE 09 June 2018,1472,SINGLE,131.8,BRAND3,0.53,0.0,0.0,38863.0,0,40086.0
WE 16 June 2018,1472,SINGLE,131.8,BRAND3,0.54,0.0,6.888439854313227,40086.0,0,40339.0
WE 23 June 2018,1472,SINGLE,131.8,BRAND3,0.57,0.0,2.909591214457473,40339.0,0,36033.0
WE 30 June 2018,1472,SINGLE,131.8,BRAND3,0.56,0.0,3.911414536674715,36033.0,0,37341.0
WE 07 July 2018,1472,SINGLE,131.8,BRAND3,0.55,0.0,17.270024905599744,37341.0,0,38986.0
WE 14 July 2018,1472,SINGLE,131.8,BRAND3,0.55,0.0,22.632483455599445,38986.0,0,37227.0
WE 21 July 2018,1472,SINGLE,131.8,BRAND3,0.55,0.0,27.198270072796625,37227.0,0,35851.0
WE 28 July 2018,1472,SINGLE,131.8,BRAND3,0.54,0.0,28.93419988284846,35851.0,0,36578.0
WE 04 August 2018,1472,SINGLE,131.8,BRAND3,0.55,0.0,25.707255727486466,36578.0,0,35465.0
WE 11 August 2018,1472,SINGLE,131.8,BRAND3,0.55,0.0,19.3743127026646,35465.0,0,34949.0
WE 18 August 2018,1472,SINGLE,131.8,BRAND3,0.54,0.0,5.402443560616899,34949.0,0,33023.0
WE 25 August 2018,1472,SINGLE,131.8,BRAND3,0.55,0.0,3.0754322744753657,33023.0,0,33505.0
WE 01 September 2018,1472,SINGLE,131.8,BRAND3,0.55,0.0,0.517534696313983,33505.0,0,33647.0
WE 08 September 2018,1472,SINGLE,131.8,BRAND3,0.56,0.0,6.194014325199869,33647.0,0,34676.0
WE 15 September 2018,1472,SINGLE,131.8,BRAND3,0.55,0.0,2.5957434536855466,34676.0,0,34419.0
WE 22 September 2018,1472,SINGLE,131.8,BRAND3,0.56,0.0,7.796275313053837,34419.0,0,34677.0
WE 29 September 2018,1472,SINGLE,131.8,BRAND3,0.56,0.0,2.978919745075987,34677.0,0,33216.0
WE 06 October 2018,1472,SINGLE,131.8,BRAND3,0.56,0.0,1.2798049132947977,33216.0,0,33914.0
WE 13 October 2018,1472,SINGLE,131.8,BRAND3,0.56,0.0,0.7238898390045408,33914.0,0,33631.0
WE 20 October 2018,1472,SINGLE,131.8,BRAND3,0.56,0.0,0.0,33631.0,0,33980.0
WE 27 October 2018,1472,SINGLE,131.8,BRAND3,0.56,0.0,10.900824014125957,33980.0,0,33362.0
WE 03 November 2018,1472,SINGLE,131.8,BRAND3,0.56,0.0,0.5928901145015287,33362.0,0,33706.0
WE 10 November 2018,1472,SINGLE,131.8,BRAND3,0.54,0.0,3.6462350916750728,33706.0,0,35461.0
WE 17 November 2018,1472,SINGLE,131.8,BRAND3,0.52,0.0,21.47739770452046,35461.0,0,38276.0
WE 24 November 2018,1472,SINGLE,131.8,BRAND3,0.52,0.0,86.6919218309123,38276.0,0,36885.0
WE 01 December 2018,1472,SINGLE,131.8,BRAND3,0.52,0.0,82.20767249559441,36885.0,0,37732.0
WE 08 December 2018,1472,SINGLE,131.8,BRAND3,0.52,0.0,86.93284214989929,37732.0,0,35582.0
WE 15 December 2018,1472,SINGLE,131.8,BRAND3,0.51,0.0,81.36108144567478,35582.0,0,37051.0
WE 22 December 2018,1472,SINGLE,131.8,BRAND3,0.52,0.0,47.333675204447914,37051.0,0,36915.0
WE 29 December 2018,1472,SINGLE,131.8,BRAND3,0.52,0.0,28.034945144250305,36915.0,0,21547.0
WE 05 January 2019,1472,SINGLE,131.8,BRAND3,0.51,0.0,22.361813709565137,21547.0,0,33766.0
WE 12 January 2019,1472,SINGLE,131.8,BRAND3,0.52,0.0,19.476100219155366,33766.0,0,35984.0
WE 19 January 2019,1472,SINGLE,131.8,BRAND3,0.52,0.0,13.512950200088927,35984.0,0,35961.0
WE 26 January 2019,1472,SINGLE,131.8,BRAND3,0.52,0.0,24.73123661744668,35961.0,0,35830.0
WE 02 February 2019,1472,SINGLE,131.8,BRAND3,0.52,0.0,3.561819704158527,35830.0,0,37241.0
WE 09 February 2019,1472,SINGLE,131.8,BRAND3,0.52,0.0,9.113611342337746,37241.0,0,38656.0
WE 16 February 2019,1472,SINGLE,131.8,BRAND3,0.52,0.0,7.624689569536425,38656.0,0,39223.0
WE 23 February 2019,1472,SINGLE,131.8,BRAND3,0.52,5.0,15.43660607296739,39223.0,0,39619.0
WE 02 March 2019,1472,SINGLE,131.8,BRAND3,0.52,0.0,13.165148035033694,39619.0,0,42038.0
WE 09 March 2019,1472,SINGLE,131.8,BRAND3,0.54,0.0,4.861553832247015,42038.0,0,36424.0
WE 16 March 2019,1472,SINGLE,131.8,BRAND3,0.56,0.0,5.930705029650779,36424.0,0,33594.0
WE 23 March 2019,1472,SINGLE,131.8,BRAND3,0.56,0.0,3.3011847353694113,33594.0,0,33707.0
WE 30 March 2019,1472,SINGLE,131.8,BRAND3,0.56,0.0,0.058148159136084496,33707.0,0,34208.0
WE 06 April 2019,1472,SINGLE,131.8,BRAND3,0.56,0.0,6.823550046772684,34208.0,0,32580.0
WE 13 April 2019,1472,SINGLE,131.8,BRAND3,0.55,0.0,2.1098833640270107,32580.0,0,33051.0
WE 20 April 2019,1472,SINGLE,131.8,BRAND3,0.56,0.0,1.9360987564672776,33051.0,0,32108.0
WE 27 April 2019,1472,SINGLE,131.8,BRAND3,0.56,0.0,2.9045720692662265,32108.0,0,30772.0
WE 04 May 2019,1472,SINGLE,131.8,BRAND3,0.56,0.0,6.34407903288704,30772.0,0,33544.0
WE 11 May 2019,1472,SINGLE,131.8,BRAND3,0.56,0.0,9.109527784402575,33544.0,0,31793.0
WE 18 May 2019,1472,SINGLE,131.8,BRAND3,0.6,0.0,4.012833013556443,31793.0,0,32796.0
WE 25 May 2019,1472,SINGLE,131.8,BRAND3,0.6,0.0,1.826442249054763,32796.0,0,34793.0
WE 01 June 2019,1472,SINGLE,131.8,BRAND3,0.61,0.0,1.8906101802086623,34793.0,0,33933.0
WE 08 June 2019,1472,SINGLE,131.8,BRAND3,0.61,0.0,0.0,33933.0,0,36286.0
WE 15 June 2019,1472,SINGLE,131.8,BRAND3,0.61,0.0,3.6865457752301163,36286.0,0,35900.0
WE 22 June 2019,1472,SINGLE,131.8,BRAND3,0.61,0.0,0.18161559888579387,35900.0,0,34713.0
WE 10 December 2016,1600,SINGLE,878.68,BRAND3,1.7,,,,0,15911.0
WE 17 December 2016,1600,SINGLE,878.68,BRAND3,1.69,0.0,1.5146753818113254,15911.0,0,15333.0
WE 24 December 2016,1600,SINGLE,878.68,BRAND3,1.7,0.0,1.1765473162460054,15333.0,0,17759.0
WE 31 December 2016,1600,SINGLE,878.68,BRAND3,1.71,0.0,2.7518441353679823,17759.0,0,12582.0
WE 07 January 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,0.797170561119059,12582.0,0,19191.0
WE 14 January 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,1.5762597050700848,19191.0,0,18512.0
WE 21 January 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,0.833513396715644,18512.0,0,17858.0
WE 28 January 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,1.3344159480344944,17858.0,0,18366.0
WE 04 February 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,1.5648480888598497,18366.0,0,18099.0
WE 11 February 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,2.6780485109674568,18099.0,0,18119.0
WE 18 February 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,4.025056570450908,18119.0,0,17907.0
WE 25 February 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,2.2063997319484003,17907.0,0,18701.0
WE 04 March 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,2.4479974332923375,18701.0,0,19017.0
WE 11 March 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,0.0,19017.0,0,18818.0
WE 18 March 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,1.8997768094377723,18818.0,0,19319.0
WE 25 March 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,0.0,19319.0,0,19097.0
WE 01 April 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,0.010996491595538567,19097.0,0,18096.0
WE 08 April 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,6.484305923961096,18096.0,0,18746.0
WE 15 April 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,0.0,18746.0,0,20113.0
WE 22 April 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,0.01690448963357033,20113.0,0,18782.0
WE 29 April 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,3.5560643168991586,18782.0,0,20266.0
WE 06 May 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,0.1342149412809632,20266.0,0,19789.0
WE 13 May 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,0.0,19789.0,0,19865.0
WE 20 May 2017,1600,SINGLE,878.68,BRAND3,1.7,0.0,0.0,19865.0,0,19527.0
WE 27 May 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,6.771137399498131,19527.0,0,22072.0
WE 03 June 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,2.1203334541500545,22072.0,0,16894.0
WE 10 June 2017,1600,SINGLE,878.68,BRAND3,1.73,0.0,3.682964366047117,16894.0,0,24725.0
WE 17 June 2017,1600,SINGLE,878.68,BRAND3,1.73,0.0,0.018604651162790697,24725.0,0,29567.0
WE 24 June 2017,1600,SINGLE,878.68,BRAND3,1.72,0.0,0.0,29567.0,0,22719.0
WE 01 July 2017,1600,SINGLE,878.68,BRAND3,1.71,0.0,4.111536599322154,22719.0,0,18317.0
WE 08 July 2017,1600,SINGLE,878.68,BRAND3,1.72,0.0,0.15395534203199213,18317.0,0,14117.0
WE 15 July 2017,1600,SINGLE,878.68,BRAND3,1.74,0.0,1.8856697598639938,14117.0,0,27893.0
WE 22 July 2017,1600,SINGLE,878.68,BRAND3,1.74,0.0,0.0,27893.0,0,31039.0
WE 29 July 2017,1600,SINGLE,878.68,BRAND3,1.74,0.0,0.0,31039.0,0,31163.0
WE 05 August 2017,1600,SINGLE,878.68,BRAND3,1.74,0.0,0.06610403362962487,31163.0,0,27778.0
WE 12 August 2017,1600,SINGLE,878.68,BRAND3,1.74,0.0,0.0071999424004607964,27778.0,0,30192.0
WE 19 August 2017,1600,SINGLE,878.68,BRAND3,1.74,0.0,0.7117779544250133,30192.0,0,31725.0
WE 26 August 2017,1600,SINGLE,878.68,BRAND3,1.75,0.0,5.26461780929866,31725.0,0,31838.0
WE 02 September 2017,1600,SINGLE,878.68,BRAND3,1.75,0.0,2.191406495382876,31838.0,0,34821.0
WE 09 September 2017,1600,SINGLE,878.68,BRAND3,1.75,0.0,1.75669854398208,34821.0,0,32816.0
WE 16 September 2017,1600,SINGLE,878.68,BRAND3,1.75,0.0,0.01371282301316431,32816.0,0,31930.0
WE 23 September 2017,1600,SINGLE,878.68,BRAND3,1.75,0.0,0.11118070779830878,31930.0,0,31461.0
WE 30 September 2017,1600,SINGLE,878.68,BRAND3,1.75,0.0,0.0,31461.0,0,32575.0
WE 07 October 2017,1600,SINGLE,878.68,BRAND3,1.75,0.0,0.0,32575.0,0,32053.0
WE 14 October 2017,1600,SINGLE,878.68,BRAND3,1.75,0.0,1.5284060774342496,32053.0,0,31634.0
WE 21 October 2017,1600,SINGLE,878.68,BRAND3,1.75,0.0,5.11538218372637,31634.0,0,31983.0
WE 28 October 2017,1600,SINGLE,878.68,BRAND3,1.57,0.0,0.6009442516336804,31983.0,0,32251.0
WE 04 November 2017,1600,SINGLE,878.68,BRAND3,1.55,0.0,100.0,32251.0,0,33904.0
WE 11 November 2017,1600,SINGLE,878.68,BRAND3,1.55,0.0,100.0,33904.0,0,34478.0
WE 18 November 2017,1600,SINGLE,878.68,BRAND3,1.55,0.0,98.86826382040722,34478.0,0,35926.0
WE 25 November 2017,1600,SINGLE,878.68,BRAND3,1.55,0.0,98.20297277737572,35926.0,0,35806.0
WE 02 December 2017,1600,SINGLE,878.68,BRAND3,1.55,0.0,97.1451712003575,35806.0,0,33352.0
WE 09 December 2017,1600,SINGLE,878.68,BRAND3,1.55,0.0,4.958623171024226,33352.0,0,35311.0
WE 16 December 2017,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.2384526068363966,35311.0,0,34096.0
WE 23 December 2017,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.7648991083998123,34096.0,0,40648.0
WE 30 December 2017,1600,SINGLE,878.68,BRAND3,1.54,0.0,0.05264711670930919,40648.0,0,27305.0
WE 06 January 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,5.105292071049258,27305.0,0,38801.0
WE 13 January 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.0,38801.0,0,41129.0
WE 20 January 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,1.6037345911643852,41129.0,0,41569.0
WE 27 January 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,1.7236402126584716,41569.0,0,42559.0
WE 03 February 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,2.3362860969477666,42559.0,0,43596.0
WE 10 February 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.030278007156619872,43596.0,0,43134.0
WE 17 February 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.0,43134.0,0,42080.0
WE 24 February 2018,1600,SINGLE,878.68,BRAND3,1.55,2.0,1.0558460076045626,42080.0,0,44076.0
WE 03 March 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.7716217442599147,44076.0,0,44021.0
WE 10 March 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.7407828082051748,44021.0,0,43589.0
WE 17 March 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,2.6931106471816286,43589.0,0,46804.0
WE 24 March 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.0,46804.0,0,45315.0
WE 31 March 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.0,45315.0,0,48040.0
WE 07 April 2018,1600,SINGLE,878.68,BRAND3,1.55,3.0,3.128226477935054,48040.0,0,41780.0
WE 14 April 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.0,41780.0,0,47217.0
WE 21 April 2018,1600,SINGLE,878.68,BRAND3,1.55,2.0,4.83554651926213,47217.0,0,51194.0
WE 28 April 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.5199828104856038,51194.0,0,50979.0
WE 05 May 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.0,50979.0,0,49221.0
WE 12 May 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,3.333130168017716,49221.0,0,51125.0
WE 19 May 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,0.0,51125.0,0,55486.0
WE 26 May 2018,1600,SINGLE,878.68,BRAND3,1.55,0.0,1.9959989907364017,55486.0,0,50405.0
